providerName,providerNationalID,avgCoveredCharges,averagePayments
DOCTORS HOSPITAL TIDWELL,450803,21623,5884
HARRIS COUNTY HOSPITAL DISTRICT,450289,9992,7214
HOUSTON NORTHWEST MEDICAL CENTER,450638,41448,4618
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,15584,5003
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,13830,4134
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,12815,6663
METHODIST HOSPITALTHE,450358,26996,5647
METHODIST WILLOWBROOK HOSPITAL,450844,29290,4491
ST LUKES EPISCOPAL HOSPITAL,450193,25108,5184
WEST HOUSTON MEDICAL CENTER,450644,26310,4877
