providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,57001,7988
DOCTORS HOSPITAL TIDWELL,450803,25091,9721
HARRIS COUNTY HOSPITAL DISTRICT,450289,23379,12202
HOUSTON NORTHWEST MEDICAL CENTER,450638,55619,7827
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,24480,8000
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,22257,7153
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,38509,12787
METHODIST HOSPITALTHE,450358,54999,8855
METHODIST WILLOWBROOK HOSPITAL,450844,47207,7188
PARK PLAZA HOSPITAL,450659,68969,7820
ST JOSEPH MEDICAL CENTER,450035,40444,10153
ST LUKES EPISCOPAL HOSPITAL,450193,41160,8541
WEST HOUSTON MEDICAL CENTER,450644,38345,8320
