providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,64278,8436
DOCTORS HOSPITAL TIDWELL,450803,24417,9380
HARRIS COUNTY HOSPITAL DISTRICT,450289,25546,11660
HOUSTON NORTHWEST MEDICAL CENTER,450638,29632,7221
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,23937,8118
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,23133,6639
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,56178,18775
METHODIST HOSPITALTHE,450358,46041,9004
METHODIST WILLOWBROOK HOSPITAL,450844,40648,7053
PARK PLAZA HOSPITAL,450659,38937,7658
ST JOSEPH MEDICAL CENTER,450035,32916,9425
ST LUKES EPISCOPAL HOSPITAL,450193,35450,8332
WEST HOUSTON MEDICAL CENTER,450644,35414,7771
