providerName,providerNationalID,avgCoveredCharges,averagePayments
DOCTORS HOSPITAL TIDWELL,450803,58234,24671
HOUSTON NORTHWEST MEDICAL CENTER,450638,85592,20335
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,55922,22030
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,57630,18983
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,92214,29949
METHODIST HOSPITALTHE,450358,87862,20892
METHODIST WILLOWBROOK HOSPITAL,450844,103107,20330
PARK PLAZA HOSPITAL,450659,106347,21166
ST JOSEPH MEDICAL CENTER,450035,91211,25502
ST LUKES EPISCOPAL HOSPITAL,450193,98520,22903
UNIVERSITY GENERAL HOSPITAL,670019,129548,34226
WEST HOUSTON MEDICAL CENTER,450644,78357,21076
