providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,56771,7996
HARRIS COUNTY HOSPITAL DISTRICT,450289,23844,12218
HOUSTON NORTHWEST MEDICAL CENTER,450638,52432,7792
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,23775,8030
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,24939,6952
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,40151,13742
METHODIST HOSPITALTHE,450358,39738,8636
METHODIST WILLOWBROOK HOSPITAL,450844,43070,7174
ST LUKES EPISCOPAL HOSPITAL,450193,39790,8712
WEST HOUSTON MEDICAL CENTER,450644,39899,8421
