providerName,providerNationalID,avgCoveredCharges,averagePayments
CYPRESS FAIRBANKS MEDICAL CENTER,450716,38423,4853
HARRIS COUNTY HOSPITAL DISTRICT,450289,18610,7432
HOUSTON NORTHWEST MEDICAL CENTER,450638,35621,4990
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,23019,5230
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,22132,4559
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,27319,7630
METHODIST HOSPITALTHE,450358,33228,5319
METHODIST WILLOWBROOK HOSPITAL,450844,30313,4287
PARK PLAZA HOSPITAL,450659,42125,4984
ST JOSEPH MEDICAL CENTER,450035,37243,6269
ST LUKES EPISCOPAL HOSPITAL,450193,28136,5785
WEST HOUSTON MEDICAL CENTER,450644,32572,5310
