providerName,providerNationalID,avgCoveredCharges,averagePayments
HOUSTON NORTHWEST MEDICAL CENTER,450638,66452,15575
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,56002,17010
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,450610,48298,16189
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,86006,26264
METHODIST HOSPITALTHE,450358,96790,17355
METHODIST WILLOWBROOK HOSPITAL,450844,88091,15475
ST JOSEPH MEDICAL CENTER,450035,72549,20456
ST LUKES EPISCOPAL HOSPITAL,450193,88087,20202
UNIVERSITY GENERAL HOSPITAL,670019,98630,23064
WEST HOUSTON MEDICAL CENTER,450644,93031,17553
