city,avgCoveredCharges,averagePayments
BOLIVAR,16762,7302
BRANSON,17091,6436
BRIDGETON,34690,7110
CAPE GIRARDEAU,28810,6515
CHESTERFIELD,20599,7403
COLUMBIA,22059,6912
CRYSTAL CITY,13436,6311
FARMINGTON,11059,6140
FENTON,31206,6134
HANNIBAL,14202,7554
HOUSTON,14980,7377
INDEPENDENCE,46282,6437
JEFFERSON CITY,18645,6406
JOPLIN,23046,6850
KANSAS CITY,41695,8029
KENNETT,20395,5560
KIRKSVILLE,30807,8727
LAKE SAINT LOUI,26965,6098
LEBANON,12353,7577
LEES SUMMIT,34055,6725
LIBERTY,18315,6169
MEXICO,15468,6691
NORTH KANSAS CI,22184,6022
OSAGE BEACH,25604,7658
POPLAR BLUFF,31633,7337
RICHMOND HEIGHT,28265,8696
ROLLA,22494,8286
SAINT CHARLES,24261,6690
SAINT JOSEPH,21879,8642
SAINT LOUIS,25942,7831
SAINT PETERS,15546,7916
SEDALIA,16100,6416
SIKESTON,19368,7080
SPRINGFIELD,19310,6661
SULLIVAN,12289,7126
TOWN AND COUNTR,14761,5740
WASHINGTON,19619,6013
WEST PLAINS,16394,6846
