city,avgCoveredCharges,averagePayments
BRIDGETON,22067,5252
CAPE GIRARDEAU,26295,5030
CHESTERFIELD,19318,6052
COLUMBIA,23054,8173
CRYSTAL CITY,8494,4752
FENTON,20065,4504
INDEPENDENCE,37869,4887
JEFFERSON CITY,16018,4395
JOPLIN,17140,4886
KANSAS CITY,27661,6218
LAKE SAINT LOUI,29036,5450
LIBERTY,15774,5099
NORTH KANSAS CI,23105,5341
RICHMOND HEIGHT,23099,6664
SAINT CHARLES,20017,5107
SAINT JOSEPH,16014,6981
SAINT LOUIS,19522,6037
SEDALIA,14775,4597
SPRINGFIELD,19835,5237
TOWN AND COUNTR,22826,8044
