city,avgCoveredCharges,averagePayments
BRANSON,21273,6068
BRIDGETON,25882,7180
CAPE GIRARDEAU,27336,7007
CHESTERFIELD,18760,6439
COLUMBIA,24052,8024
CRYSTAL CITY,14345,6081
FARMINGTON,12477,5974
FENTON,25497,6549
HANNIBAL,23711,7846
INDEPENDENCE,38756,6411
JEFFERSON CITY,23049,6782
JOPLIN,25717,6675
KANSAS CITY,33696,8171
KENNETT,33813,6633
LAKE SAINT LOUI,20880,6197
LEES SUMMIT,39657,6011
LIBERTY,18772,6052
NORTH KANSAS CI,22446,5953
O FALLON,8153,5973
OSAGE BEACH,26343,8008
POPLAR BLUFF,44285,7414
RICHMOND HEIGHT,21638,8785
ROLLA,21877,8120
SAINT CHARLES,20426,7374
SAINT JOSEPH,24097,8616
SAINT LOUIS,24458,8016
SAINT PETERS,20159,7468
SEDALIA,15668,5914
SIKESTON,29432,7635
SPRINGFIELD,21838,6955
TOWN AND COUNTR,18551,5790
