city,avgCoveredCharges,averagePayments
ALBANY,99595,37456
ATHENS,116117,36100
ATLANTA,138706,43011
AUGUSTA,121917,41157
AUSTELL,124953,38430
BRUNSWICK,90010,41880
CANTON,80956,27468
CARROLLTON,65001,23203
CARTERSVILLE,189138,31310
COLUMBUS,73124,26485
CUMMING,174577,35162
DALTON,95214,32494
DECATUR,95180,37607
FAYETTEVILLE,108044,29968
GAINESVILLE,108984,32602
GRIFFIN,187834,32444
JASPER,77092,28246
LAWRENCEVILLE,70976,31577
MACON,134426,41280
MARIETTA,116050,32696
NEWNAN,117210,31244
RIVERDALE,93157,32226
ROME,88746,28167
ROSWELL,222836,28843
SAVANNAH,148690,36849
SNELLVILLE,201071,33910
STATESBORO,124497,34800
STOCKBRIDGE,147236,35584
THOMASVILLE,129623,40436
TIFTON,130232,44598
VALDOSTA,69407,31161
WARNER ROBINS,78229,35072
