city,avgCoveredCharges,averagePayments
ANDOVER,9472,3976
ARKANSAS CITY,7766,4806
BURLINGTON,6153,6558
COFFEYVILLE,9981,3999
DODGE CITY,14550,4765
EL DORADO,11122,4952
ELKHART,6615,5418
EMPORIA,11807,4727
FORT SCOTT,18682,5026
GARDEN CITY,16923,6820
GREAT BEND,9498,4274
HAYS,18522,5419
HUTCHINSON,13676,4946
INDEPENDENCE,20754,4867
JUNCTION CITY,12719,4732
KANSAS CITY,21932,5221
LAWRENCE,10302,4518
LEAVENWORTH,14591,4403
LIBERAL,12832,5935
MANHATTAN,10329,4155
MCPHERSON,7254,5470
NEWTON,11986,4047
OLATHE,15715,4292
OTTAWA,10279,5049
OVERLAND PARK,24802,4432
PAOLA,10658,4950
PARSONS,10078,4730
PITTSBURG,16096,4504
SALINA,14537,4569
SHAWNEE MISSION,20871,4369
TOPEKA,15651,4738
WICHITA,18489,4685
