city,avgCoveredCharges,averagePayments
ANDOVER,12995,5186
ARKANSAS CITY,9102,6357
BURLINGTON,7284,8505
COFFEYVILLE,11525,5142
DODGE CITY,24492,7063
EL DORADO,18146,6420
ELKHART,8261,6950
EMPORIA,14004,6122
FORT SCOTT,29099,6558
GARDEN CITY,21039,8824
GREAT BEND,15450,5610
HAYS,25766,7093
HUTCHINSON,25386,6767
INDEPENDENCE,28042,6398
JUNCTION CITY,19367,6424
KANSAS CITY,28855,7120
LAWRENCE,12381,5768
LEAVENWORTH,23165,5889
LIBERAL,19478,8273
MANHATTAN,21747,5563
MCPHERSON,11397,6986
NEWTON,20158,5142
OLATHE,23962,5530
OTTAWA,22622,6678
OVERLAND PARK,36052,5891
PARSONS,12722,5882
PITTSBURG,21509,6206
PRATT,18547,7799
SALINA,21995,6133
SHAWNEE MISSION,27948,5420
TOPEKA,24310,6376
ULYSSES,13850,9452
WELLINGTON,9082,7000
WICHITA,23710,6057
