city,avgCoveredCharges,averagePayments
ANDOVER,24904,11009
ARKANSAS CITY,24827,13176
BURLINGTON,29224,17642
DODGE CITY,44975,14320
EL DORADO,39148,13338
EMPORIA,38644,12701
FORT SCOTT,60219,13070
GARDEN CITY,33983,18323
GREAT BEND,31623,11611
HAYS,50759,15022
HUTCHINSON,33749,12918
INDEPENDENCE,47201,13987
JUNCTION CITY,47823,13208
KANSAS CITY,59193,14124
LAWRENCE,35687,12596
LEAVENWORTH,51268,12653
LEAWOOD,29788,11346
LIBERAL,49028,18112
MANHATTAN,32688,11121
NEWTON,27240,11396
OLATHE,29430,11625
OTTAWA,27098,13576
OVERLAND PARK,51946,12487
PAOLA,27405,13807
PARSONS,32660,12955
PITTSBURG,36761,12348
PRATT,27167,16339
SALINA,34657,11345
SHAWNEE MISSION,56128,11931
TOPEKA,41067,12661
WICHITA,44717,12548
