city,avgCoveredCharges,averagePayments
ANDOVER,23106,9861
ARKANSAS CITY,11488,11484
COFFEYVILLE,17024,9499
DODGE CITY,38871,12825
EMPORIA,30684,11985
GARDEN CITY,36694,16322
HAYS,57070,13918
HUTCHINSON,38330,12965
INDEPENDENCE,26690,11287
KANSAS CITY,57543,13245
LAWRENCE,20514,10665
LEAVENWORTH,33569,10070
MANHATTAN,28467,9809
NEWTON,27866,9962
OLATHE,36804,10207
OTTAWA,30177,11003
OVERLAND PARK,66366,10764
PARSONS,23675,11190
PITTSBURG,31440,11114
SALINA,45318,12034
SHAWNEE MISSION,48802,10238
TOPEKA,38179,11400
WICHITA,48402,11595
