city,avgCoveredCharges,averagePayments
ANDOVER,7666,3551
ARKANSAS CITY,8728,4444
BURLINGTON,7180,5944
COFFEYVILLE,9573,3623
DODGE CITY,18008,4368
EL DORADO,14654,4423
EMPORIA,12240,4449
FORT SCOTT,18546,4534
GARDEN CITY,13856,6154
GREAT BEND,11432,3625
HAYS,24602,4967
HUTCHINSON,17303,4691
INDEPENDENCE,17596,4578
JUNCTION CITY,12366,4466
KANSAS CITY,19351,4549
LEAVENWORTH,15119,4244
LIBERAL,16946,5596
MANHATTAN,12197,3821
MCPHERSON,11334,5049
NEWTON,11845,3551
OLATHE,16813,3886
OTTAWA,13922,4562
OVERLAND PARK,29326,4045
PITTSBURG,15487,4253
PRATT,10307,5441
SALINA,15745,4318
SHAWNEE MISSION,21220,3862
TOPEKA,16415,4231
WELLINGTON,9909,4948
WICHITA,17049,4244
