providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,34191,12621
ARIA HEALTH,390115,31747,8061
CHESTNUT HILL HOSPITAL,390026,52425,7379
HAHNEMANN UNIVERSITY HOSPITAL,390290,86814,11378
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,70320,12707
JEANES HOSPITAL,390080,43018,7015
NAZARETH HOSPITAL,390204,39078,7257
PENN PRESBYTERIAN MEDICAL CENTER,390223,37836,8990
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,46758,9207
TEMPLE UNIVERSITY HOSPITAL,390027,76962,12771
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,41587,10588
