providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,31816,11318
ARIA HEALTH,390115,46970,7179
CHESTNUT HILL HOSPITAL,390026,58715,6284
HAHNEMANN UNIVERSITY HOSPITAL,390290,90315,9704
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,48745,9546
JEANES HOSPITAL,390080,57946,6056
NAZARETH HOSPITAL,390204,37364,5947
PENN PRESBYTERIAN MEDICAL CENTER,390223,36771,7763
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,46235,8251
ST JOSEPH'S HOSPITAL,390132,42614,10020
TEMPLE UNIVERSITY HOSPITAL,390027,102856,12628
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,44328,9133
