providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,54062,15507
ARIA HEALTH,390115,45646,9622
CHESTNUT HILL HOSPITAL,390026,79292,8086
HAHNEMANN UNIVERSITY HOSPITAL,390290,110963,13209
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,60519,11898
NAZARETH HOSPITAL,390204,41515,7587
PENN PRESBYTERIAN MEDICAL CENTER,390223,38728,9771
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,100621,13704
TEMPLE UNIVERSITY HOSPITAL,390027,108840,16114
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,52225,11011
