providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,26953,8713
ARIA HEALTH,390115,30245,5450
CHESTNUT HILL HOSPITAL,390026,39564,4799
HAHNEMANN UNIVERSITY HOSPITAL,390290,61701,7232
JEANES HOSPITAL,390080,52114,4983
NAZARETH HOSPITAL,390204,26452,4401
PENN PRESBYTERIAN MEDICAL CENTER,390223,21943,5633
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,30526,5707
TEMPLE UNIVERSITY HOSPITAL,390027,40822,7859
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,24488,6705
