providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,32084,8891
ARIA HEALTH,390115,28714,5380
CHESTNUT HILL HOSPITAL,390026,40924,4789
HAHNEMANN UNIVERSITY HOSPITAL,390290,91829,7399
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,47715,6947
JEANES HOSPITAL,390080,45988,4565
NAZARETH HOSPITAL,390204,35925,4590
PENN PRESBYTERIAN MEDICAL CENTER,390223,29205,5840
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,32383,5827
TEMPLE UNIVERSITY HOSPITAL,390027,67700,8415
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,37357,6797
