providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,31677,11345
ARIA HEALTH,390115,26772,7008
CHESTNUT HILL HOSPITAL,390026,38036,6128
HAHNEMANN UNIVERSITY HOSPITAL,390290,74079,9893
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,43702,9641
JEANES HOSPITAL,390080,52257,5703
NAZARETH HOSPITAL,390204,32957,5821
PENN PRESBYTERIAN MEDICAL CENTER,390223,40306,7480
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,35779,7314
TEMPLE UNIVERSITY HOSPITAL,390027,73692,10874
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,43436,9018
