providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,39215,10852
ARIA HEALTH,390115,36824,6364
CHESTNUT HILL HOSPITAL,390026,43574,5430
HAHNEMANN UNIVERSITY HOSPITAL,390290,93178,8550
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,33094,8043
JEANES HOSPITAL,390080,52176,5249
NAZARETH HOSPITAL,390204,33196,5190
PENN PRESBYTERIAN MEDICAL CENTER,390223,34270,6744
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,37643,6761
TEMPLE UNIVERSITY HOSPITAL,390027,70842,10095
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,32472,7735
