providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,35091,13236
ARIA HEALTH,390115,44633,8731
CHESTNUT HILL HOSPITAL,390026,59692,7409
HAHNEMANN UNIVERSITY HOSPITAL,390290,84410,12854
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,53799,11876
JEANES HOSPITAL,390080,58892,6964
NAZARETH HOSPITAL,390204,43306,7097
PENN PRESBYTERIAN MEDICAL CENTER,390223,43174,9238
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,56683,10312
TEMPLE UNIVERSITY HOSPITAL,390027,138368,18080
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,57438,11462
