providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,31414,13107
ARIA HEALTH,390115,35852,8675
CHESTNUT HILL HOSPITAL,390026,51203,7378
HAHNEMANN UNIVERSITY HOSPITAL,390290,83235,11502
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,52868,11626
JEANES HOSPITAL,390080,68811,7564
NAZARETH HOSPITAL,390204,44753,7374
PENN PRESBYTERIAN MEDICAL CENTER,390223,22259,9317
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,72793,11829
ST JOSEPH'S HOSPITAL,390132,47555,11361
TEMPLE UNIVERSITY HOSPITAL,390027,104396,14242
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,55550,12019
