providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,29243,7022
ARIA HEALTH,390115,23840,4091
CHESTNUT HILL HOSPITAL,390026,39137,3683
HAHNEMANN UNIVERSITY HOSPITAL,390290,52884,5557
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,26674,5435
JEANES HOSPITAL,390080,36046,3466
NAZARETH HOSPITAL,390204,28806,3384
PENN PRESBYTERIAN MEDICAL CENTER,390223,23756,4437
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,29852,4547
ST JOSEPH'S HOSPITAL,390132,16847,5102
TEMPLE UNIVERSITY HOSPITAL,390027,56347,6835
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,25630,5053
