providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,60740,21886
ARIA HEALTH,390115,76259,13653
CHESTNUT HILL HOSPITAL,390026,91614,11899
HAHNEMANN UNIVERSITY HOSPITAL,390290,212071,20942
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,107489,20744
JEANES HOSPITAL,390080,98440,11697
NAZARETH HOSPITAL,390204,53580,11518
PENN PRESBYTERIAN MEDICAL CENTER,390223,70123,15017
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,105992,17777
ST JOSEPH'S HOSPITAL,390132,101357,23222
TEMPLE UNIVERSITY HOSPITAL,390027,159815,22974
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,102720,19583
