providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,35852,10989
ARIA HEALTH,390115,30409,5823
CHESTNUT HILL HOSPITAL,390026,38343,5324
HAHNEMANN UNIVERSITY HOSPITAL,390290,98275,8303
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,54682,8688
JEANES HOSPITAL,390080,47713,5108
NAZARETH HOSPITAL,390204,37408,5060
PENN PRESBYTERIAN MEDICAL CENTER,390223,27765,6512
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,29701,6463
TEMPLE UNIVERSITY HOSPITAL,390027,96878,9779
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,42474,7458
