providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,52409,19919
ARIA HEALTH,390115,52882,12810
CHESTNUT HILL HOSPITAL,390026,88575,10911
HAHNEMANN UNIVERSITY HOSPITAL,390290,120032,18260
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,97642,19407
NAZARETH HOSPITAL,390204,62960,11043
PENN PRESBYTERIAN MEDICAL CENTER,390223,53146,14242
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,101868,18200
TEMPLE UNIVERSITY HOSPITAL,390027,150768,21756
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,71277,16820
