providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,28316,10116
ARIA HEALTH,390115,32739,6172
CHESTNUT HILL HOSPITAL,390026,48690,5519
HAHNEMANN UNIVERSITY HOSPITAL,390290,91446,8653
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,35342,7901
JEANES HOSPITAL,390080,52582,5422
PENN PRESBYTERIAN MEDICAL CENTER,390223,29439,6734
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,39654,6858
TEMPLE UNIVERSITY HOSPITAL,390027,90390,11846
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,33138,7426
