providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,66011,25172
ARIA HEALTH,390115,79083,16552
CHESTNUT HILL HOSPITAL,390026,96243,14024
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,106034,23103
JEANES HOSPITAL,390080,135748,14841
NAZARETH HOSPITAL,390204,53494,13505
PENN PRESBYTERIAN MEDICAL CENTER,390223,108883,19091
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,109213,20135
ST JOSEPH'S HOSPITAL,390132,58733,19876
TEMPLE UNIVERSITY HOSPITAL,390027,197566,26619
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,97365,20913
