providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,25915,9619
ARIA HEALTH,390115,25838,6234
CHESTNUT HILL HOSPITAL,390026,32576,5246
HAHNEMANN UNIVERSITY HOSPITAL,390290,72593,9159
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,37726,8947
JEANES HOSPITAL,390080,41364,5335
NAZARETH HOSPITAL,390204,27231,5215
PENN PRESBYTERIAN MEDICAL CENTER,390223,22163,6436
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,35001,7107
ST JOSEPH'S HOSPITAL,390132,26716,8050
TEMPLE UNIVERSITY HOSPITAL,390027,51499,9413
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,35980,7968
