providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,25534,8852
ARIA HEALTH,390115,31149,5171
CHESTNUT HILL HOSPITAL,390026,37553,4449
HAHNEMANN UNIVERSITY HOSPITAL,390290,74970,6978
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,35508,7309
JEANES HOSPITAL,390080,40148,4275
NAZARETH HOSPITAL,390204,28578,4199
PENN PRESBYTERIAN MEDICAL CENTER,390223,26323,5716
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,36448,5605
ST JOSEPH'S HOSPITAL,390132,33541,6772
TEMPLE UNIVERSITY HOSPITAL,390027,54697,8524
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,30965,6846
