providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,54917,13036
ARIA HEALTH,390115,43400,8061
HAHNEMANN UNIVERSITY HOSPITAL,390290,106189,11577
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,82604,11537
JEANES HOSPITAL,390080,79927,7290
NAZARETH HOSPITAL,390204,43650,6685
PENN PRESBYTERIAN MEDICAL CENTER,390223,62555,9154
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,49919,8596
TEMPLE UNIVERSITY HOSPITAL,390027,109190,13532
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,58439,11221
