providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,37490,12617
ARIA HEALTH,390115,46226,7606
CHESTNUT HILL HOSPITAL,390026,55547,6366
HAHNEMANN UNIVERSITY HOSPITAL,390290,95662,10108
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,44948,9935
JEANES HOSPITAL,390080,63048,7371
NAZARETH HOSPITAL,390204,34626,6242
PENN PRESBYTERIAN MEDICAL CENTER,390223,37982,8298
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,48878,8106
ST JOSEPH'S HOSPITAL,390132,40789,9883
TEMPLE UNIVERSITY HOSPITAL,390027,81533,11990
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,45074,9407
