providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,77202,23229
ARIA HEALTH,390115,68309,15027
CHESTNUT HILL HOSPITAL,390026,119232,13970
HAHNEMANN UNIVERSITY HOSPITAL,390290,173874,24587
JEANES HOSPITAL,390080,79603,13408
NAZARETH HOSPITAL,390204,64230,13830
PENN PRESBYTERIAN MEDICAL CENTER,390223,69775,17140
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,62582,17249
TEMPLE UNIVERSITY HOSPITAL,390027,172393,22674
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,53362,17848
