providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,42074,13487
ARIA HEALTH,390115,42569,8600
CHESTNUT HILL HOSPITAL,390026,60654,7333
HAHNEMANN UNIVERSITY HOSPITAL,390290,145005,11396
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,68180,11955
JEANES HOSPITAL,390080,71218,7451
NAZARETH HOSPITAL,390204,43232,6985
PENN PRESBYTERIAN MEDICAL CENTER,390223,39886,8803
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,66948,9579
TEMPLE UNIVERSITY HOSPITAL,390027,112888,13906
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,63767,11127
