providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,25722,9095
ARIA HEALTH,390115,36300,5429
CHESTNUT HILL HOSPITAL,390026,45654,4758
HAHNEMANN UNIVERSITY HOSPITAL,390290,79365,7039
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,28519,6974
JEANES HOSPITAL,390080,43727,4657
NAZARETH HOSPITAL,390204,22890,4830
PENN PRESBYTERIAN MEDICAL CENTER,390223,25695,5551
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,29951,5626
TEMPLE UNIVERSITY HOSPITAL,390027,46001,8416
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,30821,6159
