providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,71566,22243
ARIA HEALTH,390115,86276,13747
CHESTNUT HILL HOSPITAL,390026,91762,11422
HAHNEMANN UNIVERSITY HOSPITAL,390290,195297,19227
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,111915,18924
JEANES HOSPITAL,390080,112591,11821
NAZARETH HOSPITAL,390204,53254,10828
PENN PRESBYTERIAN MEDICAL CENTER,390223,70986,13705
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,144402,20721
TEMPLE UNIVERSITY HOSPITAL,390027,166517,23473
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,78894,15965
