providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,25698,7708
ARIA HEALTH,390115,26835,4684
HAHNEMANN UNIVERSITY HOSPITAL,390290,58168,6316
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,31244,6094
JEANES HOSPITAL,390080,34892,3890
NAZARETH HOSPITAL,390204,23222,4160
PENN PRESBYTERIAN MEDICAL CENTER,390223,19037,4937
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,35125,5069
ST JOSEPH'S HOSPITAL,390132,26392,6199
TEMPLE UNIVERSITY HOSPITAL,390027,53894,7628
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,19367,5870
