providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,34801,10288
ARIA HEALTH,390115,30642,6474
CHESTNUT HILL HOSPITAL,390026,45014,5370
HAHNEMANN UNIVERSITY HOSPITAL,390290,117831,8296
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,47375,7711
JEANES HOSPITAL,390080,51587,5560
NAZARETH HOSPITAL,390204,38824,5006
PENN PRESBYTERIAN MEDICAL CENTER,390223,43081,6624
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,44712,6829
TEMPLE UNIVERSITY HOSPITAL,390027,84820,9228
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,40411,7468
