providerName,providerNationalID,avgCoveredCharges,averagePayments
ALBERT EINSTEIN MEDICAL CENTER,390142,28664,7453
ARIA HEALTH,390115,23438,4424
CHESTNUT HILL HOSPITAL,390026,32433,3735
HAHNEMANN UNIVERSITY HOSPITAL,390290,53543,5778
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,28820,5812
JEANES HOSPITAL,390080,40087,3666
NAZARETH HOSPITAL,390204,27751,3602
PENN PRESBYTERIAN MEDICAL CENTER,390223,27852,4581
PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,390226,30695,4602
TEMPLE UNIVERSITY HOSPITAL,390027,45789,6720
THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,21288,5430
