city,avgCoveredCharges,averagePayments
ALBERT LEA,10045,4208
AUSTIN,10467,4148
BEMIDJI,11401,4431
BRAINERD,10962,4423
BURNSVILLE,16157,4373
COON RAPIDS,19039,4421
DULUTH,12406,4674
EDINA,14151,4245
FAIRMONT,11803,5151
FERGUS FALLS,10704,3864
FRIDLEY,21689,4159
HASTINGS,14475,4765
HIBBING,11283,4668
HUTCHINSON,14101,5201
MANKATO,9961,4443
MAPLEWOOD,14871,4400
MINNEAPOLIS,23109,5003
NORTHFIELD,14980,4604
OWATONNA,14044,4880
PRINCETON,11889,4982
RED WING,9029,4675
ROBBINSDALE,15405,4515
ROCHESTER,11643,5750
SAINT CLOUD,14620,5270
SAINT LOUIS PAR,8360,4353
SAINT PAUL,16411,5143
SHAKOPEE,12123,4198
VIRGINIA,8196,4786
WACONIA,11239,4027
WILLMAR,10156,4949
WINONA,10798,4875
WORTHINGTON,10754,5128
WYOMING,12915,4486
