providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,10563,9929
FRANKLIN SQUARE HOSPITAL CENTER,210015,6974,6561
GOOD SAMARITAN HOSPITAL,210056,6537,6167
GREATER BALTIMORE MEDICAL CENTER,210044,8046,7579
HARBOR HOSPITAL,210034,6812,6445
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,7237,6861
JOHNS HOPKINS HOSPITAL THE,210009,12618,11957
MARYLAND GENERAL  HOSPITAL,210038,9018,8477
MERCY MEDICAL CENTER INC,210008,6929,6513
SAINT AGNES HOSPITAL,210011,6628,6260
SINAI HOSPITAL OF BALTIMORE,210012,7792,7346
UNION MEMORIAL HOSPITAL,210024,9683,9157
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,9041,8528
