providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,13589,12773
FRANKLIN SQUARE HOSPITAL CENTER,210015,11218,10545
GOOD SAMARITAN HOSPITAL,210056,12742,11987
GREATER BALTIMORE MEDICAL CENTER,210044,11776,11084
HARBOR HOSPITAL,210034,12976,12240
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,14517,13674
JOHNS HOPKINS HOSPITAL THE,210009,23221,21898
MARYLAND GENERAL  HOSPITAL,210038,12978,12200
SAINT AGNES HOSPITAL,210011,11215,10504
SINAI HOSPITAL OF BALTIMORE,210012,11018,10374
UNION MEMORIAL HOSPITAL,210024,11806,11132
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,20633,19446
