providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,19458,18290
FRANKLIN SQUARE HOSPITAL CENTER,210015,17766,16715
GOOD SAMARITAN HOSPITAL,210056,12742,11997
GREATER BALTIMORE MEDICAL CENTER,210044,17959,16881
HARBOR HOSPITAL,210034,19765,18579
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,17056,16065
JOHNS HOPKINS HOSPITAL THE,210009,42242,39756
MARYLAND GENERAL  HOSPITAL,210038,13926,13095
MERCY MEDICAL CENTER INC,210008,11205,10582
SAINT AGNES HOSPITAL,210011,14428,13605
SINAI HOSPITAL OF BALTIMORE,210012,14617,13761
UNION MEMORIAL HOSPITAL,210024,13315,12517
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,21309,20076
