providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,12658,11898
GOOD SAMARITAN HOSPITAL,210056,10883,10262
GREATER BALTIMORE MEDICAL CENTER,210044,14270,13414
HARBOR HOSPITAL,210034,12449,11702
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,8732,8208
JOHNS HOPKINS HOSPITAL THE,210009,18222,17233
MARYLAND GENERAL  HOSPITAL,210038,13152,12363
MERCY MEDICAL CENTER INC,210008,6501,6111
SAINT AGNES HOSPITAL,210011,10887,10234
SINAI HOSPITAL OF BALTIMORE,210012,10942,10347
UNION MEMORIAL HOSPITAL,210024,12516,11765
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,16264,15585
