providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,7107,6674
GOOD SAMARITAN HOSPITAL,210056,6281,5992
GREATER BALTIMORE MEDICAL CENTER,210044,7542,7089
HARBOR HOSPITAL,210034,6879,6466
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,8104,7617
JOHNS HOPKINS HOSPITAL THE,210009,10832,10241
MARYLAND GENERAL  HOSPITAL,210038,9475,8906
MERCY MEDICAL CENTER INC,210008,10186,9575
SAINT AGNES HOSPITAL,210011,7904,7423
SINAI HOSPITAL OF BALTIMORE,210012,7808,7339
UNION MEMORIAL HOSPITAL,210024,7109,6682
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,7736,7272
