providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,30296,28547
GOOD SAMARITAN HOSPITAL,210056,23766,22405
GREATER BALTIMORE MEDICAL CENTER,210044,23702,22298
HARBOR HOSPITAL,210034,20371,19149
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,27008,25387
JOHNS HOPKINS HOSPITAL THE,210009,42470,40111
MERCY MEDICAL CENTER INC,210008,29922,28197
SAINT AGNES HOSPITAL,210011,27282,25727
SINAI HOSPITAL OF BALTIMORE,210012,29283,27651
UNION MEMORIAL HOSPITAL,210024,35726,33583
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,41795,39495
