providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,11680,10979
FRANKLIN SQUARE HOSPITAL CENTER,210015,14723,13871
GOOD SAMARITAN HOSPITAL,210056,11977,11258
GREATER BALTIMORE MEDICAL CENTER,210044,12981,12220
HARBOR HOSPITAL,210034,12863,12182
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,9870,9319
JOHNS HOPKINS HOSPITAL THE,210009,14955,14058
MARYLAND GENERAL  HOSPITAL,210038,11819,11110
MERCY MEDICAL CENTER INC,210008,7844,7373
SAINT AGNES HOSPITAL,210011,12094,11359
SINAI HOSPITAL OF BALTIMORE,210012,12631,11924
UNION MEMORIAL HOSPITAL,210024,10305,9725
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,9578,9004
