providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,6376,5994
GOOD SAMARITAN HOSPITAL,210056,8533,8079
GREATER BALTIMORE MEDICAL CENTER,210044,5516,5185
HARBOR HOSPITAL,210034,7131,6703
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,6497,6107
JOHNS HOPKINS HOSPITAL THE,210009,12649,11960
MERCY MEDICAL CENTER INC,210008,7995,7515
SAINT AGNES HOSPITAL,210011,6818,6503
SINAI HOSPITAL OF BALTIMORE,210012,7705,7295
UNION MEMORIAL HOSPITAL,210024,8270,7821
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,9893,9380
