providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,9503,8983
GOOD SAMARITAN HOSPITAL,210056,5547,5329
GREATER BALTIMORE MEDICAL CENTER,210044,6498,6108
HARBOR HOSPITAL,210034,6534,6236
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,7117,6690
JOHNS HOPKINS HOSPITAL THE,210009,11881,11273
MERCY MEDICAL CENTER INC,210008,7495,7046
SAINT AGNES HOSPITAL,210011,5970,5612
SINAI HOSPITAL OF BALTIMORE,210012,8210,7752
UNION MEMORIAL HOSPITAL,210024,6558,6259
