providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,10145,9536
FRANKLIN SQUARE HOSPITAL CENTER,210015,9604,9028
GOOD SAMARITAN HOSPITAL,210056,6966,6599
GREATER BALTIMORE MEDICAL CENTER,210044,9222,8669
HARBOR HOSPITAL,210034,9559,8985
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,10374,9752
JOHNS HOPKINS HOSPITAL THE,210009,17366,16397
MARYLAND GENERAL  HOSPITAL,210038,11477,10788
MERCY MEDICAL CENTER INC,210008,11382,10892
SINAI HOSPITAL OF BALTIMORE,210012,13228,12434
UNION MEMORIAL HOSPITAL,210024,10765,10213
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,10144,9568
