providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,11922,11207
FRANKLIN SQUARE HOSPITAL CENTER,210015,7408,6975
GOOD SAMARITAN HOSPITAL,210056,7066,6650
GREATER BALTIMORE MEDICAL CENTER,210044,7735,7278
HARBOR HOSPITAL,210034,7713,7257
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,7000,6591
JOHNS HOPKINS HOSPITAL THE,210009,11754,11063
MARYLAND GENERAL  HOSPITAL,210038,10232,9618
MERCY MEDICAL CENTER INC,210008,6921,6505
SAINT AGNES HOSPITAL,210011,6997,6581
SINAI HOSPITAL OF BALTIMORE,210012,9000,8469
UNION MEMORIAL HOSPITAL,210024,8311,7812
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,9045,8547
