providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,9856,9265
FRANKLIN SQUARE HOSPITAL CENTER,210015,4823,4588
GOOD SAMARITAN HOSPITAL,210056,6054,5690
GREATER BALTIMORE MEDICAL CENTER,210044,4544,4272
HARBOR HOSPITAL,210034,6305,5971
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,11206,10600
JOHNS HOPKINS HOSPITAL THE,210009,8720,8197
SAINT AGNES HOSPITAL,210011,6211,5838
UNION MEMORIAL HOSPITAL,210024,19529,18357
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,9709,9127
