providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,12539,11850
GOOD SAMARITAN HOSPITAL,210056,14026,13184
GREATER BALTIMORE MEDICAL CENTER,210044,13186,12507
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,23070,21827
JOHNS HOPKINS HOSPITAL THE,210009,17515,16707
MERCY MEDICAL CENTER INC,210008,19273,18140
SAINT AGNES HOSPITAL,210011,16537,15578
SINAI HOSPITAL OF BALTIMORE,210012,17394,16515
UNION MEMORIAL HOSPITAL,210024,14762,14486
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,24775,23288
