providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,30880,29028
FRANKLIN SQUARE HOSPITAL CENTER,210015,27487,25838
GOOD SAMARITAN HOSPITAL,210056,22373,21119
GREATER BALTIMORE MEDICAL CENTER,210044,21675,20375
HARBOR HOSPITAL,210034,49838,46847
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,35909,33754
JOHNS HOPKINS HOSPITAL THE,210009,53300,50102
MARYLAND GENERAL  HOSPITAL,210038,39667,37287
MERCY MEDICAL CENTER INC,210008,25911,24357
SAINT AGNES HOSPITAL,210011,27688,26026
SINAI HOSPITAL OF BALTIMORE,210012,26425,24840
UNION MEMORIAL HOSPITAL,210024,30553,28720
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,73028,68646
