providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,9520,8948
GOOD SAMARITAN HOSPITAL,210056,11324,10644
GREATER BALTIMORE MEDICAL CENTER,210044,9897,9303
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,14029,13187
JOHNS HOPKINS HOSPITAL THE,210009,16815,15867
MERCY MEDICAL CENTER INC,210008,9388,8824
SAINT AGNES HOSPITAL,210011,7780,7313
SINAI HOSPITAL OF BALTIMORE,210012,9818,9274
UNION MEMORIAL HOSPITAL,210024,11038,10376
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,15541,14642
