providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,8061,7578
FRANKLIN SQUARE HOSPITAL CENTER,210015,6054,5691
GOOD SAMARITAN HOSPITAL,210056,6636,6253
GREATER BALTIMORE MEDICAL CENTER,210044,7582,7127
HARBOR HOSPITAL,210034,6995,6575
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,7595,7185
JOHNS HOPKINS HOSPITAL THE,210009,13925,13193
MARYLAND GENERAL  HOSPITAL,210038,8362,7860
MERCY MEDICAL CENTER INC,210008,8138,7664
SAINT AGNES HOSPITAL,210011,7245,6816
SINAI HOSPITAL OF BALTIMORE,210012,8656,8163
UNION MEMORIAL HOSPITAL,210024,7618,7218
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,9772,9240
