providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,9734,9150
FRANKLIN SQUARE HOSPITAL CENTER,210015,5930,5584
GOOD SAMARITAN HOSPITAL,210056,7682,7244
GREATER BALTIMORE MEDICAL CENTER,210044,6383,6001
HARBOR HOSPITAL,210034,5660,5370
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,8403,7919
JOHNS HOPKINS HOSPITAL THE,210009,12634,11914
MARYLAND GENERAL  HOSPITAL,210038,7526,7075
MERCY MEDICAL CENTER INC,210008,7206,6774
SAINT AGNES HOSPITAL,210011,6320,5941
SINAI HOSPITAL OF BALTIMORE,210012,6083,5754
UNION MEMORIAL HOSPITAL,210024,6340,5960
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,8770,8322
