providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,30812,28963
FRANKLIN SQUARE HOSPITAL CENTER,210015,48367,45500
GOOD SAMARITAN HOSPITAL,210056,33925,31997
GREATER BALTIMORE MEDICAL CENTER,210044,34294,32279
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,71085,66820
JOHNS HOPKINS HOSPITAL THE,210009,100750,95869
MARYLAND GENERAL  HOSPITAL,210038,49233,46279
SAINT AGNES HOSPITAL,210011,41290,38812
SINAI HOSPITAL OF BALTIMORE,210012,52206,51571
UNION MEMORIAL HOSPITAL,210024,51546,48645
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,84304,79317
