providerName,providerNationalID,avgCoveredCharges,averagePayments
BON SECOURS HOSPITAL,210013,9372,8810
FRANKLIN SQUARE HOSPITAL CENTER,210015,7270,6865
GOOD SAMARITAN HOSPITAL,210056,5748,5404
GREATER BALTIMORE MEDICAL CENTER,210044,7305,6867
HARBOR HOSPITAL,210034,6324,5945
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,6676,6299
JOHNS HOPKINS HOSPITAL THE,210009,10674,10053
MARYLAND GENERAL  HOSPITAL,210038,7502,7052
MERCY MEDICAL CENTER INC,210008,6595,6215
SAINT AGNES HOSPITAL,210011,7260,6842
SINAI HOSPITAL OF BALTIMORE,210012,7210,6777
UNION MEMORIAL HOSPITAL,210024,7218,6796
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,6518,6156
