providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,5716,5391
GOOD SAMARITAN HOSPITAL,210056,5525,5196
GREATER BALTIMORE MEDICAL CENTER,210044,6464,6108
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,7361,6979
JOHNS HOPKINS HOSPITAL THE,210009,9228,8728
MERCY MEDICAL CENTER INC,210008,7558,7105
SAINT AGNES HOSPITAL,210011,6231,5857
SINAI HOSPITAL OF BALTIMORE,210012,5987,5628
UNION MEMORIAL HOSPITAL,210024,5792,5452
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,6580,6185
