providerName,providerNationalID,avgCoveredCharges,averagePayments
FRANKLIN SQUARE HOSPITAL CENTER,210015,6783,6393
GOOD SAMARITAN HOSPITAL,210056,7751,7285
GREATER BALTIMORE MEDICAL CENTER,210044,7329,6928
HARBOR HOSPITAL,210034,6903,6531
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,210029,6138,5770
JOHNS HOPKINS HOSPITAL THE,210009,15308,14398
MARYLAND GENERAL  HOSPITAL,210038,11251,10576
MERCY MEDICAL CENTER INC,210008,9659,9113
SAINT AGNES HOSPITAL,210011,7007,6580
SINAI HOSPITAL OF BALTIMORE,210012,8867,8366
UNION MEMORIAL HOSPITAL,210024,9483,8914
UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,8697,8266
